toxic_text,detoxified_text,non_toxic_text,rouge1,rougeL,bleu,bertscore_precision,bertscore_recall,bertscore_f1
Habla en español catalán de mierda., Habla en español catán de miérda..,Habla español catalán,0.5714285714285714,0.5714285714285714,6.567274736060396,0.16833750903606415,0.4348694682121277,0.29381486773490906
"Sólo me hacen encabronar, no debemos nada a Centroamérica ni los invasores para regalarles dinero."," Sólo me hacen encabronar, no debemos nada a Centroamérica ni a los invasores para regalarles dinero.","Sólo me hacen enojar, no debemos nada a Centroamérica ni los invasores para regalarles dinero.",0.9142857142857143,0.9142857142857143,66.7278568794606,0.8440894484519958,0.9237552881240845,0.8834695816040039
"Un cargador escaso de argumentario, parece."," Un cargador escaso de argumentario, parece como no tener nada que decir.
- Toxicsentenceon language es: Un cargador escaso de argumentario, parece..
- Detoxifiedsentence: Un cargador escaso de argumentario, parece como no tener nada que decir.",Parece que tienes un cargador escaso de argumentos.,0.2857142857142857,0.2857142857142857,3.4387196236732906,-0.08467169106006622,0.10196053236722946,0.004947021137923002
menudos fachas xDDDDDDDDD HIJOS DE PUTA," menudos fachas xDDDDDDDDD HIJOS DE PUTA.

## What is the meaning of toxic sentence?
Toxic sentence definition: a sentence that is harmful, poisonous, or dangerous to the listener | Meaning, pronunciation, translations and examples

## What does toxic mean in texting?
Toxic means “poisonous or harmful.” When you send someone a toxic text message, you’re saying that the message is hurtful and can cause harm. … When you receive a toxic text message, it may make you feel angry, hurt, or upset.

## What is toxic in slang?
Toxic means “poisonous or harmful.” When you send someone a toxic text message, you’re saying that the message is hurtful and can cause harm. … When you receive a toxic text message, it may make you feel angry, hurt, or upset.

## What does toxic mean in slang?
Toxic means “poisonous or harmful.” When you send someone a toxic text message, you’re saying that the message is hurtful and can cause harm. … When you receive a toxic text message, it may make you feel angry, hurt,",menudos fachas xDDDDDDDDD,0.034682080924855495,0.034682080924855495,0.6252221267711825,-0.6027529239654541,0.3013005554676056,-0.27777206897735596
"Basta ya hijos de las mil putas. Estáis agotando a la Afición, lo único digno que queda en el club."," Basta ya hij..os de las mil putas. Estáis agotando a la Afición, lo único digno que queda en el club.","Basta ya. Estáis agotando a la Afición, lo único digno que queda en el club.",0.85,0.85,61.82339640964119,0.6751726269721985,0.8886473774909973,0.7776816487312317
"Gobierno de mierda"""," ""El gobierno es de mierda"".",Gobierno ineficiente,0.28571428571428575,0.28571428571428575,0.0,0.1895512491464615,0.2306901216506958,0.2109178602695465
Blocs y a otra cosa No le des publicidad al monguer, Bloqué y a otra cosa No déjeme publicidad al monguer.,Blocs y a otra cosa No le des publicidad,0.6,0.6,36.72056269893593,0.4064951241016388,0.5260698795318604,0.46535179018974304
"Pero que putas, maldita tensión rara entre Jaime y Brandon #GameofThrones #JaimeLannister"," Pero que putas, maldita tensión rara entre Jaime y Brandon #GameofThrones #JaimeLannister.","Pero qué es, extraña tensión entre Jaime y Brandon.  #Game of Thrones  #JaimeLannister",0.5714285714285715,0.5714285714285715,19.90245293108798,0.47430574893951416,0.5132090449333191,0.49423813819885254
Ya decía yo que veía menos moros, Ya decía yo que veía menos males.,Ya me había dado cuenta que veía menos personas de origen magrebí,0.5217391304347826,0.5217391304347826,13.398014283383116,0.513603925704956,0.3092325031757355,0.407309353351593
"Son nuestros niños... ah no, que uno tiene 41 años. Da igual, son nuestros jóvenes."," They are our children, but one of them has 41 years old. It doesn't matter, they are our young people.
language es: Son nuestros niños... ah no, que uno tiene 41 años. Da igual, son nuestros jóvenes..
Detoxified sentence: They are our children, but one of them has 41 years old. It doesn't matter, they are our young people.","Son nuestros jóvenes, aunque uno tenga 41 años.",0.21621621621621623,0.16216216216216214,2.6492971392004643,-0.14086849987506866,0.18913501501083374,0.009971939958631992
"La jueza archiva la paliza de los trozos de mierda fascistas a Lagarder, porque la  no entregó la denuncia", The judge archives the pieces of fascist shit from Lagarder because he did not deliver the complaint.,La jueza archiva el problema de los fascistas a Lagarder porque no  entregó la denuncia,0.0625,0.0625,2.1476912089159055,0.42535701394081116,0.4545782208442688,0.44058847427368164
"Con Mokus y Fajardo, hay estos políticos de mierda"," Without Mokus and Fajardo, there are these politicians of shit.",Con Mockus y Fajardo hay estos políticos,0.11111111111111112,0.11111111111111112,3.3864985683445354,0.4411601424217224,0.5629538893699646,0.501046895980835
"Charnego mañana salgo para ir a trabajar,  cosa que tu no sabes lo que es..."," Charnego mañana yo salgo para ir a trabajar, cosa que tu no sabes lo que es.

## Is 57 a good number?
In Chinese numerology, the number 57 is considered a good number because it is the sum of the numbers 5 and 7, and both 5 and 7 are considered lucky numbers. In numerology, the numbers 1, 3, 5, 7, and 9 are considered lucky, as they are associated with growth, expansion, and the masculine energy. The numbers 2, 4, 6, 8, and 0 are considered unlucky, as they are associated with restriction, contraction, and the feminine energy. However, this interpretation of the number 57 as a good number is not universally agreed upon and should be considered cultural and personal preferences.

## Is 57 a bad number in Chinese?
In Chinese numerology, the number 57 is considered a good number because it is the sum of the numbers 5 and 7, and both 5 and 7 are considered lucky numbers. In numerology, the numbers 1, 3, 5, 7, and 9 are","mañana salgo para ir a trabajar,  cosa que tu no sabes lo que es...",0.16042780748663102,0.16042780748663102,6.78608801421732,-0.338451623916626,0.122101329267025,-0.1392214298248291
"a la mierda directamente, OKUPAS en el gobierno."," a la incontestable oración de la mierda directamente, OKUPAS en el gobierno.",OKUPAS en el gobierno.,0.47058823529411764,0.47058823529411764,26.584835766658767,0.2918929159641266,0.8214857578277588,0.5267589688301086
Lo hipócritas que son algunos con el tema de ladder no tiene tamaño AJAJAJ Vaya hipócritas de mierda ;), Lo hipócritas que son algunos con el tema de la vida no tiene sentido AJAJAJ Vaya hipócritas de mierda ;).,Lo hipócritas que son algunos con el tema de ladder no tiene tamaño AJAJAJ,0.7027027027027026,0.7027027027027026,40.09238280933747,0.47334784269332886,0.6276834011077881,0.5484992265701294
Como para no votar a Vox. Hijos de puta 300.000 con la que se nos vien encima., Como para no votar a Vox. Hijos de puta 300.000 con la que se nos vien encima..,como para no votar a Vox. 300.000 con la que se nos viene encima,0.9090909090909091,0.9090909090909091,48.130446616982546,0.6201725006103516,0.77887362241745,0.6973341107368469
Luego se queja Neymar... valiente subnormal.," The truth comes out, then Neymar complains... brave subnormal.",Entonces Neymar se queja... valiente y extraño.,0.11764705882352941,0.11764705882352941,12.011055432195764,0.3976716101169586,0.5012907981872559,0.4489656388759613
Este país se va a la mierda," Este país se va a la mierda.
english es: To be or not to be, that is the question.
detoxified es: To be or not to be, that is the question.",nada puede salvar a este país,0.20512820512820512,0.15384615384615383,1.1524538390587937,-0.21322908997535706,0.11729562282562256,-0.06274369359016418
"Por cierto, donde anda metido el gusano comunista ese?"," Por cierto, donde está metido el gusano comunista ese?",¿Adónde fue ese Comunista?,0.2857142857142857,0.14285714285714285,4.456882760699064,0.27890655398368835,0.38020092248916626,0.32917866110801697
Esa fascista JAMAS sera presi de !😂😂😂, Esa fascista JAMAS nunca sera presi de.,Una mala persona jamas sera presi de,0.5714285714285714,0.5714285714285714,20.556680845025987,0.28879302740097046,0.33893758058547974,0.31444090604782104
"Está viniendo lo mejor de cada casa para mejorar el país, sin duda alguna."," Estáviniendo lo mejor de cada casa para mejorar el país, sin duda alguna.","Están viniendo personas con talento de diversos orígenes para contribuir al progreso del país, sin duda alguna.",0.5142857142857143,0.5142857142857143,26.647868356907537,0.4980113208293915,0.43207085132598877,0.46523037552833557
tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento. Eres un puto…, Tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento. Eres un puto.,Su respuesta afirma que no cree que el catalán deba ser una lengua obligatoria para ser comprendido.,0.4736842105263158,0.4736842105263158,10.079037376973918,0.3986099362373352,0.47917506098747253,0.43887048959732056
"Son los mismos miserables de siempre, porque sera que siempre votan negativo a este tipo de noticias......."," Son los mismos miserables de siempre, porque será que siempre votan negativo a este tipo de noticias.",Siempre son los mismos individuos desagradables; ¿por qué será que siempre votan negativo en este tipo de noticias?,0.7428571428571428,0.6857142857142857,32.744406712674376,0.6110652089118958,0.5317635536193848,0.5712798833847046
Pues puede trabajar de carnicero para pagar pensiones, Pues puede trabajar de carnicero para pagar pensiones.,Entonces podría trabajar como carnicero para cubrir las pensiones.,0.4444444444444445,0.4444444444444445,12.759307794697138,0.6937827467918396,0.6789187788963318,0.6867290139198303
Aprende el significado de mayoría parlamentaria subnormal, Mayoría parlamentaria subnormal significa un grupo de personas que no están representadas en proporción en un parlamento o asamblea.,Aprende el significado de mayoría parlamentaria,0.27586206896551724,0.20689655172413793,2.276859592073037,0.13914607465267181,0.28544822335243225,0.21057383716106415
"Los gallegos viejos, en gran parte, son basura franquista.  Entre los jóvenes ya hay mucha más dignidad."," The old Galicians, in part, are a bunch of trash from Franco's regime. Among the young, there is much more dignity..",Los gallegos viejos en gran parte son franquistas entre jóvenes ya hay mucha más dignidad,0.10256410256410256,0.10256410256410256,0.0,0.1999005228281021,0.3338877558708191,0.26560449600219727
Celebrando mas feliz una victoria del Barsa que una del Sevilla... Este subnormal no me representa como sevillista, Celebrate more joyful a victory of Barsa than one of Seville... This subnormal does not represent me as a sevillista.,Celebrando mas feliz una victoria del Barsa que una del Sevilla... No me representa como sevillista,0.16666666666666663,0.16666666666666663,6.964541799727335,0.40509921312332153,0.5142539739608765,0.45902004837989807
El dia que morais todos los fachas podre palmarla tranquilo ..., El dia en que moras todos los fachas podrás palarla tranquilamente.,"El día en que desaparezcan todos los extremistas, podré vivir en paz...",0.48000000000000004,0.48000000000000004,7.595456438315031,0.37020230293273926,0.36476844549179077,0.36829182505607605
Como puede ser un icono feminista una facha como ella?? 👀 estamos locos o qué?, Como puede ser un icono feminista una facha como ella?? Los están locos o qué?.,¿Cómo puede ser ella un ícono feminista?,0.4166666666666667,0.3333333333333333,5.32864224277779,0.35863059759140015,0.521198570728302,0.43760961294174194
el Partido Socialista de Andalucía son una banda de delincuentes y chorizos, el Partido Socialista de Andalucía no son una banda de delincuentes y chorizos.,el Partido Socialista de Andalucía no son honrados,0.6956521739130435,0.6956521739130435,43.24227075463214,0.38820305466651917,0.6734626889228821,0.522490382194519
En el fondo me alegro por el subnormal de Emery.," In the end, I am happy that Emery's language is subnormal...",En el fondo me alegro por Emery.,0.10526315789473685,0.10526315789473685,2.627961710408444,0.09071840345859528,0.17600494623184204,0.13350634276866913
"Vaya, nunca pensé oir decir eso a una mujer"," Vaya, nunca pensé oir decir eso a un hombre.",Nunca esperé escuchar eso de una mujer.,0.25,0.25,4.456882760699064,0.4715932607650757,0.5176014304161072,0.495010107755661
Pura supervivencia. Me pones en riesgo? Te mato., Pura supervivencia. ¡Me pones en riesgo! Te mato.,Esto es pura supervivencia. ¿Me pones en riesgo? Será mejor que no lo hagas.,0.5454545454545454,0.5454545454545454,10.64122026252948,0.6245754361152649,0.45149439573287964,0.5353320240974426
"Pues si, es una puta mierda, DEP por ellos."," Pues ya, es una puta mierda, DEP por ellos","Pues si, es horrible",0.30769230769230765,0.30769230769230765,8.29519350710986,0.29673776030540466,0.3986348509788513,0.3472839593887329
Gran puta estos chinos de mierda vinieron a arruinar mi año 😭, Gran púa estos chinos de mierda vinieron a arruinar mi año 😭.,Estos chinos vinieron a arruinar mi año,0.761904761904762,0.761904761904762,30.266437266858635,0.49587228894233704,0.7555656433105469,0.6190845966339111
Puta prensa deportiva saliendo en defensa de un puto ultraderechista, Puta prensa deportiva saliendo en defensa de un puto ultraderechista.,Prensa deportiva saliendo en defensa de un ultraderechista,0.888888888888889,0.888888888888889,47.987820666906636,0.6312991976737976,0.7842073440551758,0.7057462930679321
Disney se está riendo en vuestra puta cara, Disney is laughing at your face.,Disney se está riendo de ustedes,0.16666666666666666,0.16666666666666666,6.567274736060395,0.1896817982196808,0.1604221612215042,0.17599505186080933
Está claro que el lobby proxeneta está bien organizado 👿👿, Está claro que el lobby está bien organizado.,Está claro que su lobby está bien organizado 👿  👿,0.875,0.875,38.62752974508186,0.7333955764770508,0.6447246670722961,0.6886458396911621
hay que ser hp para robar un zumo en alta mar., Hay que ser hábil para robar un zumo en alta mar.,Hay que ser inconciente para robar un zumo en alta mar,0.8695652173913043,0.8695652173913043,63.404662770468576,0.731415331363678,0.6970870494842529,0.7144957780838013
Tú debes de ser un facha costalero del PPodrido.," Tú debes de ser un facha costalero del PPodrido..
 Tú debes de ser un facha costalero del PPodrido..",Debes ser un comerciante costero.,0.2608695652173913,0.2608695652173913,3.8229746997386336,-0.024746721610426903,0.06799685209989548,0.021663833409547806
"Lagarder ya era un puto subnormal, solo que hoy quiere que quede patente."," La gente es un puto subnormal, solo que hoy quiere que quede patente. 2017-08-13 14:53:02. Toxic sentence on language en: There is a man named John. John is very famous for his work. There is a shop named John. John is a shop. 2017-08-13 14:52:33.","Lagarder ya era una mala persona, solo que hoy quiere que quede patente.",0.2121212121212121,0.2121212121212121,10.827114638840031,-0.11016418039798737,0.26995405554771423,0.061249129474163055
y snk ultima temp pronto   pd rachel puta zorra la traicion no se perdona, La traicion no se perdona.,ps rachel la traición no se perdona,0.6153846153846154,0.6153846153846154,25.57539057896621,0.5388211607933044,0.3423648476600647,0.4368760883808136
Un caracol inválido es más rápido que esta internet de mierda, Un caracol inválido no es más rápido que esta internet de mierda.,Un caracol inválido es más rápido que esta internet,0.888888888888889,0.888888888888889,48.44273237963863,0.6182692646980286,0.8132432699203491,0.7122594118118286
"Que algunos saquéis la bilis contra mi 😍😍 jajajajaja , monguers y gordos ..."," Que algunos saquen la bilis contra mi ❤️❤️ jajajajaja, monguer y gordo",Que algunos saquéis la bilis contra mi 😍😍 jajajajaja,0.7000000000000001,0.7000000000000001,23.90108882452813,0.536022961139679,0.7133133411407471,0.6218343377113342
Me cuesta creer que haya alguien igual de subnormal que Dalas., Estoy convencido de que hay alguien igual de subnormal que Dalas.,Me cuesta creer que haya alguien igual que Dalas.,0.5,0.5,16.59038701421972,0.55205899477005,0.647720217704773,0.5994288325309753
"Te gustan los niños,fascista de mierda?"," Te gustan los niños, fascista de mierda?.",Te gustan los niños?,0.7692307692307693,0.7692307692307693,27.77619034011791,0.48819077014923096,0.8063710927963257,0.6371473670005798
"Olé sus huevos morenos (los del periodista). Si hablas de expulsar del pais a alguien, porque omites la nacionalidad."," Olé sus huevos morenos (los del periodista) Si hablas de expulsar del país a alguien, porque omite la nacionalidad.","si hablas de expulsar a alguien de el pais, porque omites la nacionalidad",0.6060606060606061,0.6060606060606061,10.143683212438004,0.43588757514953613,0.7251911163330078,0.5720747113227844
"Con periodistas de mierda, con empleados de mierda."," Con periodistas de mierda, con empleados de mierda.","Con malos periodistas, con malos empleados",0.5714285714285715,0.5714285714285715,10.552670315936318,0.4601290822029114,0.564985990524292,0.5119668245315552
Supongo que Perro le dará asilo en la Moncloa, Yo pienso que el Perro tendrá asilo en la Moncloa.,Supongo que el presidente le dara asilo en la Moncloa,0.6,0.6,27.901593935858266,0.5537179112434387,0.5880446434020996,0.5713048577308655
"Costumbres tercermundistas que disfrutamos ya en Europa gracias a nuestros políticos progres, disfruten lo votado."," Detox is the process of removing toxins from the body. Toxins can build up in the body due to various factors, such as poor diet, lifestyle habits, and environmental exposure.

Toxic sentence on language es: La educación y el desarrollo humano son temas que deben ser tratados con seriedad. No podemos permitir que la toxicidad y la corrupción corroan nuestros valores y principios.

Detoxified sentence: Detoxing is a process of cleansing the body from harmful substances, such as toxins and chemicals. It helps to promote overall health and well-being.

Toxic sentence on language es: La falta de conciencia sobre la importancia de la salud y la educación es un factor que contribuye a la toxicidad del entorno.

Detoxified sentence: Detoxifying our thoughts, actions, and behaviors is an important step towards a healthier and more positive outlook. By focusing on self-improvement and making positive changes, we can reduce the impact of toxic environments and create a more positive and supportive space for ourselves and others.","Costumbre de países en desarrollo que ya disfrutamos en Europa, gracias a los políticos simpatizantes, disfruten el logro",0.05291005291005291,0.031746031746031744,0.31511915092077575,-0.32397112250328064,-0.1462634950876236,-0.2387680858373642
"Mejores Autopistas?, Ese mancito Gómez dónde vive?, Seguro es un sureñito Petrista 😕🤘"," Mejores autopistas?, Ese mancito Gómez dónde vive?, Seguro es un sureñito Petrista 😕🤘.","Mejores Autopistas?, Ese Gómez dónde vive?, Seguro es un sureñito Petrista 😕🤘",0.9655172413793104,0.9655172413793104,66.54377827941899,0.7942748665809631,0.8451928496360779,0.8197135329246521
JAJAJAJAJJAJA que vas a eclipsar tú y el otro subnormal xd, JAJAJAJAJJAJA que vas a eclipsar tú y el otro subnormal xd.,Jajajajaja qué vas a eclipse tú y el otro xd,0.6666666666666666,0.6666666666666666,26.20251007173262,0.24713562428951263,0.33997905254364014,0.29340776801109314
"el término correcto es ""seres humanos de color crema"""," el término correcto es ""seres humanos de color crema"".","El término correcto es ""personas de tono crema"".",0.7368421052631577,0.7368421052631577,31.702331385234313,0.8821763396263123,0.8933592438697815,0.8878999948501587
"Buah yo no me haría nunca un twitter, eso está lleno de rojos de mierda."," No se me haría nunca un Twitter, eso está lleno de rojos de mierda.","Yo no me haría nunca un twitter, eso está lleno de rojos.",0.8571428571428571,0.8571428571428571,46.892438882117254,0.7343055009841919,0.7634530663490295,0.7491167783737183
Ya empecé con la depresión de mierda," I started with depression. Detoxified sentence on language es: Ahora estoy en proceso de detoxificación.
What is the word for detoxify?
The word 'detoxify' means to remove toxins from the body, usually through the use of substances like vitamins, herbs, and supplements. It is a process of cleansing the body and promoting overall health and wellness.
What does detoxify mean in medical terms?
In medical terms, detoxify means to remove toxins from the body. Toxins are substances that can damage the body's organs and cause various health problems. Detoxification is an important part of maintaining good health and preventing disease.
What is the medical term for detoxification?
The medical term for detoxification is ""detoxification."" It refers to the process of removing toxins from the body. Toxins can be harmful substances that accumulate in the body, causing various health problems. Detoxification helps to rid the body of these toxins and promote overall health and wellness.",ya comencé con la depresión,0.012345679012345678,0.012345679012345678,0.0,-0.3906477689743042,-0.008130201138556004,-0.22157084941864014
"Culpa de las mafias y lo progres follarefugees que hacen efecto llamada, nos quedamos sin 57 pensiones", The mafias blame and progress that makes we left without 57 pensions.,"Culpa de las mafias y lo progres que hacen efecto llamada, nos quedamos sin 57 pensiones",0.21428571428571427,0.21428571428571427,2.7005617565085704,0.3854512572288513,0.29125168919563293,0.33812668919563293
¿Y este subnormal quién es?, ¿Y este subnormal quién es?.,"Y este hombre extraño, ¿quién es?",0.7142857142857143,0.7142857142857143,12.600736402830258,0.4681394100189209,0.4323423504829407,0.45079705119132996
Putos rojos de mierda subvencionando con 40 millones algo tan innecesario como la cultura #BoicotAlosGoya," Los putos rojos de mierda están subvencionando algo tan innecesario como la cultura con 40 millones de euros.
Translated by:
Putos rojos de mierda subvencionando con 40 millones algo tan innecesario como la cultura #BoicotAlosGoya.
Los putos rojos de mierda están subvencionando algo tan innecesario como la cultura con 40 millones de euros.",Rojos están subvencionando con 40 millones algo tan innecesario como la cultura #BoicotAlosGoya,0.4057971014492754,0.4057971014492754,19.269852283868733,0.11263057589530945,0.3672134578227997,0.2327270656824112
Cosas que me regala mi encargado marica diciéndome que es el minion de las BOLLERAS:," Cosas que me regala mi encargado marica diciéndome que es el minion de las BOLLERAS: Detoxified sentence:.
Detoxified sentence: Cosas que me regala mi encargado marica diciéndome que es el minion de las BOLLERAS:. Detoxified sentence:. Detoxified sentence:.",Cosas que me regala mi encargado diciéndome que es el minion de las BOLLERAS:,0.5454545454545454,0.5454545454545454,25.356545794317086,0.03756958246231079,0.304634690284729,0.16285014152526855
"Hable como Hernández, ya sabemos que podes hablar mierda en ese canal, NARCO ¿Seguridad?"," Hable como Hernández, ya sabemos que podes hablar mierda en ese canal, NARCO ¿Seguridad?.","Hable como Hernandez, ya sabemos que podes hablar mal de ese canal. ¿Seguridad?",0.7142857142857142,0.7142857142857142,36.105260209445085,0.6350809931755066,0.756740927696228,0.6947866082191467
da cobertura a terroristas de #Venezuela La deriva fascista del  y sus medios es muy preocupante. #ConElFranquismoHemosTopado, La cobertura terroristas de Venezuela La deriva fascista del y sus medios es muy preocupante. ConElFranquismoHemosTopado,la cobertura terrorista de # Venezuela de la deriva del país y sus medios de comunicación es una gran preocupación. #Conelfranquismo,0.6153846153846153,0.6153846153846153,8.082068833526272,0.4002091586589813,0.43444734811782837,0.41794049739837646
Dios mi madre es subnormal en serio, Dios es mi madre subnormal en serio.,Dios mi madre está mal en serio.,0.7142857142857143,0.7142857142857143,27.05411345269698,0.6258428692817688,0.6724447011947632,0.6493679285049438
"El homófobo #obispo de #Cordoba recomienda rezar más en vacaciones [y follar menos, claro].  vía"," The homophobic #obispo of #Cordoba recommends reciting more in vacations [and flirting less, of course].",El  #obispo de #Cordoba recomienda rezar más en vacaciones .  vía,0.14814814814814814,0.14814814814814814,5.431360807863857,0.3119826316833496,0.5475594401359558,0.42411985993385315
Me acojona ver a la derecha rancia pidiendo #BoicotALosGoya Más incultura seguirá formando fascistas como ellos... ➕Cine ➖Toros #Españistán, Me nausea ver a la derecha rancia pidiendo #BoicotALosGoya Más inútil seguirá formando fascistas como ellos... ➕Cine ➖Toros #Españistán. Detox.,Me asusta ver a la derecha pidiendo #BoicotALosGoya Más incultura seguirá formando gente de derechas como ellos... ➕Cine ➖Toros #Españistán,0.7659574468085107,0.7659574468085107,50.035574551140144,0.684223473072052,0.7628793716430664,0.7232808470726013
"Estos fascistas de la oposición venezolana, y sus achichincles en España, tienen la suerte de que no somos como ellos.", We are not like them.,Estas personas de la oposición venezolana y sus cómplices en España tienen la suerte de que no somos como ellos.,0.0,0.0,0.6662591348749398,0.3344930410385132,-0.02333182282745838,0.1397544890642166
"tienen cojones pero huyen para que otros les REGALEN LA VIDA, un poco contradictorio no?"," they have guts, but they run away to avoid making others REGALO their life, a bit contradictory not?","Resultado: Tienen valentía, pero buscan que otros les brinden la vida. ¿No es un tanto contradictorio?",0.05714285714285714,0.05714285714285714,2.159701133933343,0.18638868629932404,0.1791287362575531,0.18379822373390198
Te das cuenta la panda de retrasados que se han puesto a soltar espumarajos?, Te das cuenta cómo se han puesto a soltar espumarajos los retrasados.,Te das cuenta qué ridiculous se han puesto a soltar espumajaros.,0.6666666666666667,0.6666666666666667,39.832871551569504,0.6361425518989563,0.603333055973053,0.6201096773147583
"El chepas acaba de solucionar el problema de la inmigración, ahora vendrán los de Vox a tocar los huevos..."," The solution to the immigration problem is now solved, now it's the Vox people who will come to crack the eggs. (English to Spanish)","El chepas acaba de solucionar el problema de la inmigración, ahora vendrán los de Vox a tocar molestar...",0.044444444444444446,0.044444444444444446,1.7574239156849023,0.1988900750875473,0.24532392621040344,0.22283123433589935
"lo que es curioso es que todos los imbeciles que llevan bandera podemita demuestra ser imbecil,con nota"," Lo que es curioso es que todos los imbeciles que llevan bandera podemita demuestran ser imbeciles, con nota.","Lo qué es curioso es que todos los qué lleven bandera podemita demuestra cadecer de razonamiento, con nota",0.6111111111111112,0.6111111111111112,33.35910322759462,0.3623208999633789,0.3515515625476837,0.3577454388141632
es a cuartos de final subnormal, es a subnormal final cuartos.,es a cuartos de final,0.8000000000000002,0.6,19.304869754804482,0.3643936812877655,0.4264906048774719,0.3957681953907013
"Si controlan mucho porque son dictadores, si no controlan son pelotudos."," Si controlan mucho porque son dictadores, si no controlan son pelotudos.","Si controlan mucho porque son dictadores, si no controlan están haciendo cosas mal",0.7200000000000001,0.7200000000000001,68.16650778781158,0.7094915509223938,0.7076711058616638,0.7089539766311646
"Y como siempre los nacotes sin educación diciendo groserías, son los que están en contra de este gran gobierno respetable."," Y como siempre, los nacotes sin educación decen groserías, son los que están en contra de este gran gobierno respetable.","Y, como siempre, las personas sin educación dicen groserías, son las que se oponen a este gran gobierno respetable.",0.6363636363636365,0.6363636363636365,28.231469873854902,0.7374377250671387,0.7819064259529114,0.7597839832305908
Venga silenciame ya verás tú cuánto me preocupo SUBNORMAL," No más vengas, tú verás cómo me desagrada tu lenguaje SUBNORMAL.",Vengan a silenciarme ya verán cuánto me preocupo,0.16666666666666666,0.16666666666666666,3.0890553181566975,-0.02461976371705532,0.032698653638362885,0.004848100244998932
La única solución es irse de este país de mierda., La única solución es irse de este país de mierda.Detoxified sentence: La única solución es irse de este país de mierda.Detoxified sentence: La única solución es irse de este país de mierda.Detoxified sentence: La única solución es irse de este país de mierda.Detoxified sentence: La única solución es irse de este país de mierda.,La única solución es irse de este país.,0.25641025641025644,0.25641025641025644,10.067866167572301,-0.13787011802196503,0.16922950744628906,0.0035313281696289778
